==============================================================================
==============================================================================
Sun. Mar. 25 2012                  LANDSAT 7                       Time: 01:24
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101203237121_00001                          Path / Row - 119 / 39
Reference Image: L51BJC1010144020100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 44.3%
Rank   2 -- 40.4%
Rank   3 -- 15.2%
Rank   4 --  0.1%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1190394753   29.65974    119.64576     0.54      0.16     0.57     2 
1190394754   29.65910    119.67765     1.28     -0.07     1.28     3 
1190394755   29.65845    119.70955     0.85      0.17     0.86     2 
1190394757   29.65713    119.77333     1.37     -0.53     1.47     3 
1190394758   29.65646    119.80522     0.59     -0.06     0.59     2 
1190394759   29.65578    119.83711     1.01     -0.05     1.01     3 
1190394760   29.65509    119.86900     0.84     -0.13     0.85     2 
1190394761   29.65440    119.90089     0.91     -0.02     0.91     2 
1190394762   29.65370    119.93278     0.85     -0.19     0.88     2 
1190394763   29.65299    119.96466     0.96     -0.11     0.97     2 
1190394764   29.65227    119.99654     0.26     -0.14     0.30     1 
1190394765   29.65154    120.02843     0.33     -0.20     0.39     1 
1190394767   29.65007    120.09219     0.83     -0.17     0.85     2 
1190394769   29.64857    120.15595     0.19     -0.26     0.32     1 
1190394770   29.64780    120.18782     0.22      0.05     0.23     1 
1190394772   29.64626    120.25157    -0.15     -0.02     0.15     1 
1190394773   29.64547    120.28345    -0.29     -0.24     0.38     1 
1190394774   29.64467    120.31532     0.24     -0.15     0.29     1 
1190394775   29.64387    120.34719     0.17     -0.13     0.21     1 
1190394776   29.64306    120.37906    -0.28     -0.25     0.38     1 
1190394777   29.64225    120.41093     0.30     -0.43     0.52     2 
1190394780   29.63975    120.50652     0.17     -0.26     0.31     1 
1190394781   29.63890    120.53839     0.15     -0.07     0.17     1 
1190394783   29.63719    120.60211     0.10     -0.04     0.10     1 
1190394784   29.63632    120.63397    -0.29     -0.37     0.47     1 
1190394785   29.63544    120.66582     0.05      0.22     0.23     1 
1190394786   29.63455    120.69768     0.01      0.06     0.07     1 
1190394802   29.64908    118.81572     1.40      0.44     1.47     3 
1190394804   29.64820    118.87954    -0.04     -0.07     0.08     1 
1190394805   29.64774    118.91145    -0.33      0.07     0.34     1 
1190394806   29.64728    118.94336    -0.03      0.28     0.28     1 
1190394807   29.64680    118.97526     1.01      0.21     1.03     3 
1190394808   29.64632    119.00717    -0.36     -0.15     0.40     1 
1190394809   29.64584    119.03907    -0.49      0.04     0.49     1 
1190394810   29.64534    119.07098     0.35      0.33     0.48     1 
1190394812   29.64433    119.13479     1.11     -0.06     1.12     3 
1190394813   29.64381    119.16669     0.85      0.32     0.91     2 
1190394814   29.64329    119.19859     0.65      0.20     0.67     2 
1190394816   29.64221    119.26239     0.73      0.10     0.73     2 
1190394817   29.64166    119.29429     1.04      0.20     1.06     3 
1190394819   29.64054    119.35808     1.01      0.05     1.01     3 
1190394821   29.63940    119.42188     1.43     -0.35     1.47     3 
1190394822   29.63881    119.45377     1.41     -0.05     1.41     3 
1190394823   29.63821    119.48566     1.24      0.33     1.28     3 
1190394824   29.63761    119.51755     0.01     -0.23     0.23     1 
1190394825   29.63700    119.54945    -0.03     -0.46     0.46     1 
1190394827   29.63576    119.61322     0.63     -0.33     0.71     2 
1190394828   29.63513    119.64511     1.01      0.15     1.03     3 
1190394829   29.63449    119.67700     0.99      0.40     1.07     3 
1190394830   29.63384    119.70889     1.09     -0.06     1.09     3 
1190394831   29.63318    119.74077     0.79     -0.04     0.80     2 
1190394832   29.63252    119.77266     0.99     -0.20     1.00     3 
1190394833   29.63185    119.80454     0.65     -0.15     0.67     2 
1190394834   29.63117    119.83642     0.81     -0.03     0.81     2 
1190394836   29.62979    119.90018     0.44     -0.08     0.45     1 
1190394837   29.62909    119.93206     0.33     -0.20     0.39     1 
1190394838   29.62838    119.96394     0.60     -0.28     0.66     2 
1190394839   29.62767    119.99581     0.60     -0.24     0.65     2 
1190394840   29.62694    120.02769     0.72     -0.65     0.97     2 
1190394842   29.62547    120.09144     0.77     -0.15     0.79     2 
1190394843   29.62472    120.12331     0.63     -0.16     0.65     2 
1190394845   29.62320    120.18705    -0.02     -0.04     0.05     1 
1190394846   29.62243    120.21892    -0.15     -0.06     0.16     1 
1190394847   29.62166    120.25078    -0.15     -0.13     0.20     1 
1190394848   29.62087    120.28265    -0.06     -0.18     0.19     1 
1190394850   29.61928    120.34638     0.20     -0.24     0.32     1 
1190394851   29.61847    120.37824    -0.01     -0.04     0.04     1 
1190394852   29.61765    120.41010     0.07     -0.27     0.28     1 
1190394853   29.61683    120.44196     0.40      0.10     0.41     1 
1190394854   29.61600    120.47382     0.76     -0.43     0.87     2 
1190394855   29.61516    120.50567     0.68     -0.46     0.83     2 
1190394856   29.61431    120.53753     0.38      0.09     0.40     1 
1190394857   29.61346    120.56938     0.21      0.23     0.31     1 
1190394858   29.61260    120.60123     0.24      0.21     0.32     1 
1190394859   29.61173    120.63308     0.68      0.00     0.68     2 
1190394860   29.61085    120.66493    -0.04      0.02     0.05     1 
1190394879   29.62357    118.87908     1.00      0.38     1.07     3 
1190394880   29.62311    118.91098     0.89      0.32     0.94     2 
1190394881   29.62265    118.94288    -0.07      0.57     0.57     2 
1190394882   29.62218    118.97478     0.01     -0.20     0.20     1 
1190394883   29.62170    119.00668     0.59     -0.39     0.71     2 
1190394884   29.62121    119.03858     0.58      0.47     0.75     2 
1190394885   29.62072    119.07048     0.76      0.15     0.78     2 
1190394886   29.62022    119.10237     1.14     -0.47     1.24     3 
1190394887   29.61971    119.13427    -0.02      0.59     0.59     2 
1190394888   29.61919    119.16616     1.05      0.11     1.05     3 
1190394889   29.61867    119.19805    -0.52     -0.07     0.52     2 
1190394890   29.61813    119.22995     0.94      0.26     0.97     2 
1190394891   29.61759    119.26184     1.24      0.08     1.24     3 
1190394892   29.61705    119.29373     0.73      0.04     0.74     2 
1190394893   29.61649    119.32562     0.99     -0.01     0.99     2 
1190394895   29.61536    119.38940     1.19     -0.12     1.20     3 
1190394896   29.61478    119.42129     0.75      0.10     0.76     2 
1190394897   29.61419    119.45317     1.09     -0.05     1.09     3 
1190394898   29.61360    119.48506     0.95     -0.06     0.95     2 
1190394899   29.61300    119.51694     0.53     -0.70     0.87     2 
1190394900   29.61239    119.54883     0.50     -0.04     0.50     1 
1190394903   29.61052    119.64447     1.04      0.04     1.04     3 
1190394904   29.60988    119.67635     1.41     -0.33     1.45     3 
1190394905   29.60923    119.70823     1.04     -0.04     1.04     3 
1190394906   29.60857    119.74011     0.59      0.03     0.59     2 
1190394907   29.60791    119.77198     0.87     -0.00     0.87     2 
1190394908   29.60724    119.80386     0.64     -0.12     0.66     2 
1190394909   29.60656    119.83573     0.75     -0.12     0.76     2 
1190394910   29.60588    119.86760     0.94     -0.12     0.95     2 
1190394911   29.60518    119.89948     0.41     -0.14     0.43     1 
1190394912   29.60448    119.93135     1.13     -1.05     1.54     3 
1190394913   29.60378    119.96322     0.87     -0.25     0.90     2 
1190394914   29.60306    119.99509     0.73     -0.16     0.75     2 
1190394915   29.60234    120.02695     0.74     -0.41     0.84     2 
1190394916   29.60160    120.05882    -0.00     -0.42     0.42     1 
1190394917   29.60087    120.09069     0.37     -0.18     0.41     1 
1190394919   29.59936    120.15441     0.47      0.11     0.48     1 
1190394920   29.59860    120.18627    -0.15     -0.04     0.16     1 
1190394922   29.59706    120.24999     0.28     -0.34     0.44     1 
1190394923   29.59627    120.28185    -0.22     -0.18     0.28     1 
1190394924   29.59548    120.31371     0.10     -0.25     0.27     1 
1190394926   29.59387    120.37742     0.50     -0.50     0.71     2 
1190394927   29.59306    120.40927    -0.25      0.16     0.30     1 
1190394928   29.59223    120.44112     0.54     -0.17     0.57     2 
1190394929   29.59140    120.47297     0.23     -0.17     0.28     1 
1190394930   29.59057    120.50482     0.17     -0.22     0.28     1 
1190394932   29.58887    120.56851     0.56     -0.33     0.65     2 
1190394933   29.58801    120.60036     0.26     -0.19     0.33     1 
1190394934   29.58714    120.63220     0.71     -0.03     0.71     2 
1190394960   29.59610    119.06997     0.13     -0.03     0.14     1 
1190394962   29.59509    119.13375     0.17     -0.15     0.23     1 
1190394963   29.59457    119.16563     1.14     -0.03     1.14     3 
1190394964   29.59405    119.19752     0.82      0.19     0.84     2 
1190394966   29.59297    119.26129     1.44     -0.39     1.49     3 
1190394967   29.59243    119.29317     0.81      0.11     0.82     2 
1190394968   29.59187    119.32506     1.21      0.01     1.21     3 
1190394970   29.59074    119.38882     1.40     -0.23     1.41     3 
1190394971   29.59016    119.42070     0.40      0.03     0.40     1 
1190394972   29.58958    119.45258     0.69      0.09     0.70     2 
1190394973   29.58898    119.48445     0.93      0.02     0.93     2 
1190394974   29.58838    119.51633     0.95     -0.03     0.95     2 
1190394975   29.58777    119.54821     1.45     -0.23     1.47     3 
1190394976   29.58716    119.58008     0.92     -0.16     0.93     2 
1190394978   29.58590    119.64383     1.01      0.00     1.01     3 
1190394980   29.58462    119.70757     0.87     -0.11     0.88     2 
1190394981   29.58396    119.73944     0.80     -0.23     0.83     2 
1190394982   29.58330    119.77131     1.15     -0.09     1.15     3 
1190394983   29.58263    119.80318     0.55     -0.07     0.56     2 
1190394984   29.58196    119.83504     0.84     -0.04     0.84     2 
1190394985   29.58127    119.86691     0.88     -0.27     0.92     2 
1190394986   29.58058    119.89877     0.71     -0.18     0.73     2 
1190394987   29.57988    119.93064     0.42     -0.13     0.44     1 
1190394988   29.57917    119.96250     0.75     -0.24     0.79     2 
1190394989   29.57846    119.99436     0.75     -0.12     0.76     2 
1190394990   29.57773    120.02622     0.67     -0.09     0.68     2 
1190394991   29.57700    120.05808     0.10     -0.11     0.15     1 
1190394992   29.57626    120.08994     0.21     -0.17     0.28     1 
1190394994   29.57476    120.15365     0.20     -0.15     0.25     1 
1190394995   29.57400    120.18550     0.03     -0.39     0.39     1 
1190394996   29.57323    120.21735     0.80     -0.21     0.82     2 
1190394998   29.57167    120.28105    -0.01     -0.15     0.15     1 
1190395000   29.57008    120.34475     0.43     -0.09     0.44     1 
1190395001   29.56928    120.37660     0.54     -0.15     0.56     2 
1190395002   29.56846    120.40844     0.03      0.10     0.10     1 
1190395004   29.56681    120.47213     0.48     -0.08     0.49     1 
1190395005   29.56597    120.50397     0.48     -0.14     0.50     2 
1190395007   29.56428    120.56765     0.51     -0.18     0.54     2 
1190395008   29.56342    120.59948     0.40      0.03     0.40     1 
1190395010   29.56167    120.66315    -0.04     -0.05     0.07     1 
1190395042   29.56781    119.29262     1.22      0.11     1.23     3 
1190395043   29.56725    119.32449     1.09     -0.07     1.09     3 
1190395045   29.56612    119.38824     0.95      0.10     0.95     2 
1190395046   29.56555    119.42011     0.77     -0.22     0.81     2 
1190395047   29.56496    119.45198     0.88     -0.18     0.89     2 
1190395048   29.56437    119.48385     0.91     -0.05     0.91     2 
1190395050   29.56316    119.54759     0.64     -0.07     0.64     2 
1190395051   29.56255    119.57945     1.06     -0.09     1.07     3 
1190395052   29.56192    119.61132     0.64     -0.14     0.65     2 
1190395053   29.56129    119.64319     1.25     -0.06     1.25     3 
1190395054   29.56065    119.67505     0.62      0.01     0.62     2 
1190395055   29.56001    119.70691     0.86     -0.13     0.88     2 
1190395056   29.55935    119.73878     0.75      0.03     0.75     2 
1190395057   29.55869    119.77064     0.86     -0.02     0.86     2 
1190395058   29.55802    119.80250     0.90     -0.16     0.92     2 
1190395059   29.55735    119.83436     0.70     -0.00     0.70     2 
1190395060   29.55666    119.86621     0.63     -0.32     0.70     2 
1190395061   29.55597    119.89807     0.46     -0.03     0.46     1 
1190395062   29.55527    119.92993     0.77     -0.11     0.78     2 
1190395063   29.55456    119.96178     0.76     -0.16     0.78     2 
1190395064   29.55385    119.99363     0.92     -0.29     0.96     2 
1190395065   29.55313    120.02549     0.63     -0.25     0.68     2 
1190395066   29.55240    120.05734     0.38     -0.12     0.40     1 
1190395067   29.55166    120.08919     0.36     -0.17     0.39     1 
1190395069   29.55016    120.15288    -0.22     -0.44     0.49     1 
1190395070   29.54940    120.18473     0.29      0.03     0.29     1 
1190395071   29.54864    120.21657     0.20     -0.18     0.27     1 
1190395072   29.54786    120.24842     0.36     -0.08     0.37     1 
1190395073   29.54708    120.28026     0.67     -0.25     0.72     2 
1190395076   29.54468    120.37578     0.08     -0.43     0.44     1 
1190395077   29.54387    120.40762     0.60     -0.76     0.97     2 
1190395078   29.54305    120.43945     0.59     -0.37     0.70     2 
1190395079   29.54222    120.47129     0.14     -0.04     0.14     1 
1190395080   29.54138    120.50312     0.42     -0.32     0.53     2 
1190395082   29.53968    120.56678     0.11     -0.20     0.22     1 
1190395083   29.53883    120.59861     0.18      0.08     0.20     1 
1190395084   29.53796    120.63044    -0.19      0.02     0.19     1 
1190395123   29.53975    119.48325     0.22      0.20     0.30     1 
1190395124   29.53915    119.51511     0.52      0.32     0.61     2 
1190395126   29.53793    119.57883     0.78     -0.20     0.80     2 
1190395127   29.53731    119.61069     0.21     -0.19     0.28     1 
1190395128   29.53668    119.64255     0.88     -0.42     0.98     2 
1190395129   29.53604    119.67440     1.00     -0.25     1.03     3 
1190395131   29.53474    119.73811     0.51     -0.11     0.52     2 
1190395132   29.53408    119.76996     0.20     -0.62     0.66     2 
1190395133   29.53341    119.80182     1.09     -0.45     1.18     3 
1190395134   29.53274    119.83367     0.54     -0.21     0.58     2 
1190395135   29.53205    119.86552     0.42     -0.13     0.44     1 
1190395136   29.53136    119.89737     0.57     -0.30     0.64     2 
1190395137   29.53066    119.92922     0.46     -0.06     0.46     1 
1190395138   29.52996    119.96106     0.62      0.04     0.62     2 
1190395139   29.52924    119.99291     0.49     -0.18     0.52     2 
1190395140   29.52852    120.02475     0.35     -0.07     0.36     1 
1190395141   29.52779    120.05660     0.50     -0.23     0.56     2 
1190395142   29.52706    120.08844    -0.10     -0.26     0.28     1 
1190395143   29.52631    120.12028     0.01     -0.44     0.44     1 
1190395144   29.52556    120.15212    -0.10     -0.22     0.24     1 
1190395145   29.52480    120.18396     0.53     -0.55     0.77     2 
1190395146   29.52404    120.21579     0.81     -0.05     0.82     2 
1190395147   29.52326    120.24763     1.09     -0.16     1.10     3 
1190395151   29.52009    120.37496     0.24     -0.16     0.29     1 
1190395152   29.51927    120.40679     0.43     -0.16     0.45     1 
1190395153   29.51845    120.43862     0.34     -0.14     0.37     1 
1190395154   29.51762    120.47045     0.83      0.04     0.83     2 
1190395157   29.51509    120.56592    -0.05     -0.14     0.15     1 
1190395158   29.51424    120.59774     0.05      0.02     0.06     1 
1190395160   29.51250    120.66138    -0.09     -0.19     0.21     1 
1190395204   29.51143    119.67375     0.74     -0.19     0.76     2 
1190395207   29.50947    119.76929     0.38     -0.53     0.65     2 
1190395208   29.50880    119.80114     0.34     -0.21     0.40     1 
1190395209   29.50813    119.83298     0.79     -0.23     0.82     2 
1190395210   29.50745    119.86482     0.62      0.07     0.63     2 
1190395211   29.50676    119.89667     0.49      0.02     0.49     1 
1190395213   29.50535    119.96035    -0.24      0.01     0.24     1 
1190395214   29.50464    119.99218     0.41     -0.09     0.42     1 
1190395215   29.50392    120.02402     0.42     -0.23     0.48     1 
1190395216   29.50319    120.05586    -0.18     -0.04     0.19     1 
1190395217   29.50245    120.08769    -0.08     -0.21     0.22     1 
1190395218   29.50171    120.11952     0.70     -0.28     0.76     2 
1190395220   29.50020    120.18319     0.09     -0.10     0.14     1 
1190395221   29.49943    120.21502     0.73     -0.16     0.75     2 
1190395222   29.49866    120.24684     0.77     -0.44     0.89     2 
1190395224   29.49709    120.31050     0.28      0.15     0.32     1 
1190395226   29.49549    120.37414     0.49     -0.41     0.63     2 
1190395227   29.49468    120.40597     0.17     -0.17     0.24     1 
1190395228   29.49386    120.43779     0.05      0.19     0.20     1 
1190395229   29.49303    120.46961     0.07      0.14     0.16     1 
1190395230   29.49219    120.50142     0.30     -0.17     0.34     1 
1190395231   29.49135    120.53324     0.20     -0.14     0.24     1 
1190395232   29.49050    120.56506     0.63     -0.26     0.68     2 
1190395285   29.48284    119.86413    -0.23     -0.10     0.25     1 
1190395291   29.47859    120.05512     0.28     -0.16     0.32     1 
1190395292   29.47785    120.08694     0.13      0.06     0.14     1 
1190395293   29.47711    120.11877     0.18     -0.05     0.19     1 
1190395294   29.47636    120.15059    -0.11     -0.05     0.12     1 
1190395295   29.47560    120.18242    -0.30     -0.07     0.31     1 
1190395296   29.47483    120.21424     0.61     -0.16     0.63     2 
1190395297   29.47406    120.24606     0.30     -0.17     0.35     1 
1190395298   29.47328    120.27788     0.57     -0.51     0.76     2 
1190395299   29.47249    120.30970     0.66     -0.39     0.76     2 
1190395300   29.47170    120.34151    -0.71     -0.20     0.74     2 
1190395301   29.47089    120.37333     0.15     -0.11     0.19     1 
1190395302   29.47008    120.40514     0.06      0.19     0.20     1 
1190395304   29.46844    120.46877     0.33     -0.17     0.37     1 
1190395305   29.46760    120.50058     0.02     -0.24     0.24     1 
1190395306   29.46676    120.53239     0.15      0.09     0.18     1 
1190395307   29.46591    120.56419     0.15     -0.09     0.17     1 
1190395310   29.46332    120.65961     0.72     -0.09     0.73     2 
1190395367   29.45325    120.08620     0.07     -0.27     0.28     1 
1190395368   29.45251    120.11801     0.05     -0.12     0.13     1 
1190395369   29.45176    120.14983     0.06     -0.12     0.13     1 
1190395370   29.45100    120.18165     0.29      0.19     0.35     1 
1190395371   29.45023    120.21346     1.41     -0.05     1.41     3 
1190395372   29.44946    120.24528     0.84     -0.38     0.92     2 
1190395373   29.44868    120.27709     0.51      0.07     0.51     2 
1190395374   29.44789    120.30890     0.45     -0.43     0.62     2 
1190395375   29.44710    120.34071    -0.39     -1.02     1.09     3 
1190395378   29.44467    120.43613     0.42     -0.08     0.42     1 
1190395379   29.44384    120.46793     0.10      0.13     0.17     1 
1190395380   29.44301    120.49973     0.39     -0.43     0.58     2 
1190395381   29.44217    120.53153     0.51     -0.17     0.54     2 
1190395382   29.44132    120.56333     0.65     -0.01     0.65     2 
1190395384   29.43960    120.62693     0.56     -0.08     0.56     2 
1190395385   29.43873    120.65873     0.66     -0.25     0.70     2 
1190395448   29.42408    120.27630     0.28     -0.06     0.29     1 
1190395449   29.42330    120.30810     0.61     -0.72     0.94     2 
1190395450   29.42250    120.33990     0.32     -0.54     0.63     2 
1190395451   29.42170    120.37170     0.66     -0.19     0.68     2 
1190395452   29.42089    120.40350     0.43     -0.30     0.52     2 
1190395453   29.42007    120.43530     0.46     -0.10     0.47     1 
1190395454   29.41925    120.46709     0.73     -0.27     0.78     2 
1190395455   29.41842    120.49889     0.67     -0.34     0.76     2 
1190395456   29.41758    120.53068     0.30     -0.02     0.31     1 
1190395457   29.41673    120.56248     0.52     -0.05     0.52     2 
1190395458   29.41587    120.59427    -0.16      0.25     0.30     1 
1190395459   29.41501    120.62606    -0.07     -0.24     0.25     1 
1190395530   29.39382    120.49805     0.26     -0.07     0.27     1 
1190395531   29.39298    120.52983     0.14     -0.14     0.20     1 
1190395532   29.39214    120.56162     0.06     -0.03     0.07     1 
1190395533   29.39128    120.59340    -0.02      0.10     0.10     1 
1190395534   29.39042    120.62518     0.34      0.07     0.35     1 
----------------------------------------------------------------------
---------------------------------------------------
Total correlated GCPs in Upper Left Quadrant: 487

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.399
  Median: 0.407
  Standard Deviation: 0.431

Sample residual statistics:
  Mean: 0.088
  Median: 0.100
  Standard Deviation: 0.276

Quadrant RMSE: 0.655

---------------------------------------------------
Total correlated GCPs in Upper Right Quadrant: 247

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.042
  Median: 0.042
  Standard Deviation: 0.180

Sample residual statistics:
  Mean: -0.008
  Median: -0.009
  Standard Deviation: 0.233

Quadrant RMSE: 0.297

---------------------------------------------------
Total correlated GCPs in Lower Left Quadrant: 817

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.758
  Median: 0.816
  Standard Deviation: 0.362

Sample residual statistics:
  Mean: 0.098
  Median: 0.088
  Standard Deviation: 0.253

Quadrant RMSE: 0.882

---------------------------------------------------
Total correlated GCPs in Lower Right Quadrant: 635

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.376
  Median: 0.386
  Standard Deviation: 0.382

Sample residual statistics:
  Mean: -0.116
  Median: -0.108
  Standard Deviation: 0.210

Quadrant RMSE: 0.587

---------------------------------------------------
---------------------------------------------------
Total correlated GCPs in scene: 2186

GCP statistics entire scene (in Pixels)
Line residual statistics:
  Mean: 0.486
  Median: 0.496
  Standard Deviation: 0.438

Sample residual statistics:
  Mean: 0.022
  Median: 0.010
  Standard Deviation: 0.262

Scene RMSE: 0.705

